SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
屏東,屏東縣,71,細懸浮微粒,普通,3,0.33,21.3,33,40,24,12.4,13.2,0.8,1.4,330,2020-12-21 00:00,,0.4,24,44,3,120.488033,22.673081,59
潮州,屏東縣,88,細懸浮微粒,普通,1.4,0.38,18.4,38,52,27,14.2,15,0.8,0.8,317,2020-12-21 00:00,,0.4,30,51,2,120.561175,22.523108,60
恆春,屏東縣,41,,良好,,0.14,43,44,5,1,0.7,1.3,0.7,13.6,36,2020-12-21 00:00,,0.1,3,5,1,120.788928,21.958069,61
臺東,臺東縣,34,,良好,0.5,0.23,35.2,37,5,3,2.1,2.1,0,1.7,325,2020-12-21 00:00,,0.2,3,9,1,121.15045,22.755358,62
花蓮,花蓮縣,38,,良好,1,0.17,42.5,41,5,5,1.1,2,1,2.4,23,2020-12-21 00:00,,0.2,4,8,1,121.599769,23.971306,63
陽明,臺北市,36,,良好,0.5,0.15,39.7,39,5,1,1.1,1.4,0.3,,,2020-12-21 00:00,,0.1,3,3,1,121.529583,25.182722,64
宜蘭,宜蘭縣,34,,良好,2.5,0.13,39.9,37,5,2,1.5,1.9,0.3,0.7,214,2020-12-21 00:00,,0.2,3,6,2,121.746394,24.747917,65
冬山,宜蘭縣,32,,良好,1.5,0.15,36.5,35,5,1,2.8,5.1,2.3,1.2,294,2020-12-21 00:00,,0.2,3,5,1,121.792928,24.632203,66
三重,新北市,22,,良好,1.2,0.57,-,-,12,10,18.9,41.2,22.3,-,-,2020-12-21 00:00,,0.9,7,12,2,121.493806,25.072611,67
中壢,桃園市,25,,良好,1.8,0.36,31.6,25,10,5,7.9,12.3,4.4,1.4,310,2020-12-21 00:00,,0.6,8,10,2,121.221667,24.953278,68
竹山,南投縣,36,,良好,0.5,0.3,17.3,26,12,7,13.1,16.3,3.2,1.1,29,2020-12-21 00:00,,0.3,11,17,1,120.677306,23.756389,69
永和,新北市,31,,良好,0.5,0.25,34.7,33,5,6,6.8,8.3,1.5,2.4,83,2020-12-21 00:00,,0.3,7,7,1,121.516306,25.017,70
復興,高雄市,76,細懸浮微粒,普通,3.4,0.48,12.8,24,49,26,20,23,3,1,117,2020-12-21 00:00,,0.5,26,51,3,120.312017,22.608711,71
埔里,南投縣,37,,良好,0.5,0.28,23.5,32,18,13,8.8,9.4,0.5,1,286,2020-12-21 00:00,,0.3,11,15,1,120.967903,23.968842,72
馬祖,連江縣,63,細懸浮微粒,普通,2.9,0.23,36.4,35,29,20,5.7,6.6,0.9,3,328,2020-12-21 00:00,,0.2,20,31,3,119.949875,26.160469,75
金門,金門縣,41,,良好,3.4,0.28,24.1,28,26,12,10.5,11.2,0.7,4.2,21,2020-12-21 00:00,,0.3,13,27,2,118.312256,24.432133,77
馬公,澎湖縣,36,,良好,1,0.18,41.3,39,21,9,0.9,2,1,8.5,25,2020-12-21 00:00,,0.2,10,24,1,119.566158,23.569031,78
關山,臺東縣,32,,良好,0.5,-,34.1,35,5,3,1.4,2.5,1.1,2.4,32,2020-12-21 00:00,,-,4,5,1,121.161933,23.045083,80
麥寮,雲林縣,34,,良好,2.7,0.23,25.3,29,16,9,7.7,10.4,2.7,5.1,4,2020-12-21 00:00,,0.2,11,28,2,120.251825,23.753506,83
富貴角,新北市,43,,良好,0,0.13,46.7,46,31,7,0.7,0.6,0,9.5,88,2020-12-21 00:00,,0.1,8,32,0,121.54738,25.29228,84
彰化(員林),彰化縣,32,,良好,2.8,0.28,31.7,35,5,7,7.6,8.2,0.6,0.7,352,2020-12-21 00:00,,0.3,6,11,3,120.58178611,23.95058333,201
彰化(大城),彰化縣,36,,良好,1.7,0.14,37,39,24,8,5.7,7.1,1.4,3.2,15,2020-12-21 00:00,,0.1,10,25,2,120.27311,23.84313,202
臺南(麻豆),臺南市,50,,良好,1.9,0.26,21,26,17,10,9,9.7,0.7,2,11,2020-12-21 00:00,,0.3,15,34,1,120.24583056,23.17904722,203
屏東(琉球),屏東縣,74,細懸浮微粒,普通,1.9,0.36,21.3,36,53,23,15.5,16.1,0.6,1.7,311,2020-12-21 00:00,,0.4,25,55,6,120.37722,22.35222,204
臺南(北門),臺南市,28,,良好,1.8,0.27,20.3,27,22,7,9.9,10.3,0.3,3.3,5,2020-12-21 00:00,,0.2,8,30,1,120.12444444,23.26472222,310
新北(樹林),新北市,23,,良好,0.5,0.26,28.3,25,-,3,7.7,8.9,1.2,0.7,123,2020-12-21 00:00,,0.3,4,-,0,121.38352778,24.94902778,311
枋寮,屏東縣,54,懸浮微粒,普通,1.4,0.33,14.3,36,54,,17.3,17.8,0.3,0.2,41,2020-12-21 00:00,,0.3,,59,2,120.59116667,22.37094722,313
基隆,基隆市,38,,良好,1.5,0.18,42.2,41,10,4,1.9,2.8,0.9,1.6,75,2020-12-21 00:00,,0.2,4,8,2,121.760056,25.129167,1
汐止,新北市,30,,良好,1.4,0.25,33.4,32,5,1,7.7,8.6,0.9,3.3,37,2020-12-21 00:00,,0.3,3,6,2,121.6423,25.067131,2
萬里,新北市,46,,良好,1.3,0.14,48.4,47,30,17,1.4,2,0.6,11,46,2020-12-21 00:00,,0.1,14,30,1,121.689881,25.179667,3
新店,新北市,29,,良好,1.4,0.25,35,31,5,5,7.8,8.9,1.1,1.4,95,2020-12-21 00:00,,0.3,4,5,2,121.537778,24.977222,4
土城,新北市,29,,良好,0.5,0.28,32.9,31,5,3,7.5,9.5,2.1,1.2,317,2020-12-21 00:00,,0.3,4,5,1,121.451861,24.982528,5
板橋,新北市,24,,良好,2.5,0.26,30.6,26,5,2,11.6,12,0.3,2.2,106,2020-12-21 00:00,,0.3,3,9,3,121.458667,25.012972,6
新莊,新北市,30,,良好,2.6,0.24,34.7,32,5,6,,,,3.5,67,2020-12-21 00:00,,0.3,7,6,2,121.4325,25.037972,7
菜寮,新北市,30,,良好,1.4,0.23,34.7,32,11,6,6,7.6,1.5,3,90,2020-12-21 00:00,,0.3,4,7,1,121.481028,25.06895,8
林口,新北市,30,,良好,2.2,0.23,33.5,32,5,5,9.1,10.8,1.7,3.7,57,2020-12-21 00:00,,0.3,4,7,1,121.376869,25.077197,9
淡水,新北市,35,,良好,0.5,0.17,39.7,38,5,2,2.3,2.7,0.3,,,2020-12-21 00:00,,0.2,4,5,1,121.449239,25.1645,10
士林,臺北市,39,,良好,0,0.14,43.9,42,5,5,,,,2.5,88,2020-12-21 00:00,,0.2,6,6,0,121.515389,25.105417,11
中山,臺北市,25,,良好,1,0.31,30,27,5,4,12.7,13.9,1.2,2.7,125,2020-12-21 00:00,,0.3,6,5,1,121.526528,25.062361,12
萬華,臺北市,24,,良好,1.4,0.28,29.5,26,5,4,12.8,14.2,1.4,2.5,106,2020-12-21 00:00,,0.3,4,6,1,121.507972,25.046503,13
古亭,臺北市,31,,良好,1.4,0.2,36.8,33,10,6,4.5,4.9,0.3,1.8,66,2020-12-21 00:00,,0.2,6,6,2,121.529556,25.020608,14
松山,臺北市,28,,良好,3.2,0.23,34.6,30,5,3,8.1,9.4,1.3,1.9,48,2020-12-21 00:00,,0.3,5,6,3,121.578611,25.05,15
大同,臺北市,40,,良好,2,0.59,-,-,21,12,20.3,38.4,18.1,-,-,2020-12-21 00:00,,0.7,12,19,2,121.513311,25.0632,16
桃園,桃園市,27,,良好,2,0.25,31.4,29,12,5,6.7,6.8,0.3,3.2,60,2020-12-21 00:00,,0.3,6,9,2,121.30872222,24.98677778,17
大園,桃園市,35,,良好,1.5,0.17,39.9,38,5,5,5,5.7,0.7,7.8,61,2020-12-21 00:00,,0.2,8,11,2,121.201811,25.060344,18
觀音,桃園市,32,,良好,2.5,0.18,35.9,35,14,8,3.8,4.3,0.5,8,63,2020-12-21 00:00,,0.2,10,17,4,121.082761,25.035503,19
平鎮,桃園市,31,,良好,2.1,0.21,36.4,33,5,3,4.3,5.4,1.1,4.4,75,2020-12-21 00:00,,0.3,7,6,2,121.203986,24.952786,20
龍潭,桃園市,32,,良好,2,0.12,37.5,35,5,4,3,4.3,1.3,7.6,55,2020-12-21 00:00,,0.2,4,5,2,121.21635,24.863869,21
湖口,新竹縣,32,,良好,1.7,0.15,37.2,35,11,3,5.1,5,0,8.3,55,2020-12-21 00:00,,0.2,4,10,1,121.038653,24.900142,22
竹東,新竹縣,35,,良好,2.1,0.15,39.6,38,5,2,0.5,1.5,1,6.2,32,2020-12-21 00:00,,0.2,2,5,2,121.088903,24.740644,23
新竹,新竹市,32,,良好,0,0.2,38.4,35,5,5,4.3,4.7,0.3,5,58,2020-12-21 00:00,,0.3,4,10,1,120.972075,24.805619,24
頭份,苗栗縣,31,,良好,0.5,0.16,35.5,33,5,5,2.7,3.6,0.9,4.8,61,2020-12-21 00:00,,0.2,5,7,1,120.898572,24.696969,25
苗栗,苗栗縣,29,,良好,1.2,0.18,32.3,31,5,3,5,6.2,1.2,3.4,36,2020-12-21 00:00,,0.2,3,5,1,120.8202,24.565269,26
三義,苗栗縣,29,,良好,1.4,0.13,31.7,31,5,1,3.2,4,0.7,4,27,2020-12-21 00:00,,0.2,3,5,2,120.758833,24.382942,27
豐原,臺中市,28,,良好,1.1,0.16,27.6,30,5,2,2,2.4,0.3,1.5,29,2020-12-21 00:00,,0.2,6,9,1,120.741711,24.256586,28
沙鹿,臺中市,30,,良好,0.5,0.18,33.9,32,5,1,2.3,2.9,0.7,3.1,3,2020-12-21 00:00,,0.2,4,10,1,120.568794,24.225628,29
大里,臺中市,21,,良好,1.5,0.28,22.1,23,5,6,9.9,12.2,2.3,1.8,2,2020-12-21 00:00,,0.3,5,7,1,120.677689,24.099611,30
忠明,臺中市,24,,良好,2.6,0.24,25.5,26,5,7,9.3,10.4,1.1,1.6,0,2020-12-21 00:00,,0.3,5,8,3,120.641092,24.151958,31
西屯,臺中市,31,,良好,1.4,0.17,33.1,33,5,6,0.8,3.2,2.4,3.2,6,2020-12-21 00:00,,0.2,6,7,1,120.616917,24.162197,32
彰化,彰化縣,28,,良好,4,0.22,31.8,29,5,4,5.1,8.3,3.2,1.7,3,2020-12-21 00:00,,0.3,9,11,3,120.541519,24.066,33
線西,彰化縣,30,,良好,0.5,0.18,31.5,32,15,7,5.9,6.3,0.3,6.8,30,2020-12-21 00:00,,0.2,8,21,1,120.469061,24.131672,34
二林,彰化縣,32,,良好,2.8,0.2,25.4,26,13,3,6,6.9,1,3.8,20,2020-12-21 00:00,,0.3,10,27,3,120.409653,23.925175,35
南投,南投縣,25,,良好,1.3,0.29,22.2,26,5,6,11.5,13.5,2,1.8,334,2020-12-21 00:00,,0.3,8,13,1,120.685306,23.913,36
斗六,雲林縣,44,,良好,2.8,0.3,21.6,26,14,8,8.6,8.3,0,1.6,320,2020-12-21 00:00,,0.3,14,24,3,120.544994,23.711853,37
崙背,雲林縣,32,,良好,2.6,0.21,28.6,29,15,4,8.6,9.9,1.3,2.1,4,2020-12-21 00:00,,0.3,10,27,3,120.348742,23.757547,38
新港,嘉義縣,34,,良好,1.9,0.21,25,28,11,5,8.7,9.5,0.8,2.7,349,2020-12-21 00:00,,0.3,11,27,2,120.345531,23.554839,39
朴子,嘉義縣,36,,良好,4.1,0.32,21.9,27,19,6,9.6,10.5,0.8,1.9,356,2020-12-21 00:00,,0.3,11,36,3,120.24781111,23.46712222,40
臺西,雲林縣,32,,良好,1.7,0.19,33.5,35,26,9,6,6.5,0.6,8,30,2020-12-21 00:00,,0.2,10,32,2,120.19933333,23.702175,41
嘉義,嘉義市,56,細懸浮微粒,普通,2.2,0.27,16.7,23,18,11,15.5,15.7,0.3,2.5,353,2020-12-21 00:00,,0.3,18,28,3,120.44083333,23.462778,42
新營,臺南市,42,,良好,1.3,0.25,22.6,28,16,9,8.9,9.8,1,2.1,6,2020-12-21 00:00,,0.3,13,27,2,120.31725,23.305633,43
善化,臺南市,51,細懸浮微粒,普通,2.6,0.26,19.6,27,12,10,10.8,11.6,0.8,2.7,346,2020-12-21 00:00,,0.3,16,28,3,120.297142,23.115097,44
安南,臺南市,55,細懸浮微粒,普通,2.8,0.29,21.5,30,23,18,11.1,12.1,0.9,3,340,2020-12-21 00:00,,0.3,17,40,2,120.2175,23.048197,45
臺南,臺南市,61,細懸浮微粒,普通,3.5,0.38,18,26,27,20,10.9,12.3,1.5,3.2,14,2020-12-21 00:00,,0.4,20,37,3,120.202617,22.984581,46
美濃,高雄市,70,細懸浮微粒,普通,1.9,0.31,20.2,32,34,25,8.2,8.8,0.6,0.7,336,2020-12-21 00:00,,0.3,23,34,2,120.530542,22.883583,47
橋頭,高雄市,66,細懸浮微粒,普通,2.2,0.35,17.6,27,31,15,11.8,12.8,1.1,2.7,10,2020-12-21 00:00,,0.4,22,42,2,120.305689,22.757506,48
仁武,高雄市,76,細懸浮微粒,普通,2.9,0.37,18.3,28,33,19,13.7,13.2,0,2.2,327,2020-12-21 00:00,,0.4,26,42,3,120.332631,22.689056,49
鳳山,高雄市,81,細懸浮微粒,普通,4.6,0.4,9.9,21,44,29,20.3,23.3,3,1.6,330,2020-12-21 00:00,,0.5,28,50,4,120.358083,22.627392,50
大寮,高雄市,80,細懸浮微粒,普通,3.5,0.34,13.6,28,48,34,17.9,20,2.1,2.1,332,2020-12-21 00:00,,0.3,27,51,3,120.425311,22.56413611,51
林園,高雄市,87,細懸浮微粒,普通,4.9,0.44,9.5,27,60,33,27,28.9,1.9,2.3,21,2020-12-21 00:00,,0.4,30,61,4,120.41175,22.4795,52
楠梓,高雄市,66,細懸浮微粒,普通,2.5,0.34,18.7,29,27,14,14.2,15.8,1.6,2.6,329,2020-12-21 00:00,,0.4,22,44,2,120.328289,22.733667,53
左營,高雄市,71,細懸浮微粒,普通,3.2,0.4,16.3,27,43,19,16.4,17.9,1.5,2.2,2,2020-12-21 00:00,,0.4,24,48,3,120.292917,22.674861,54
前金,高雄市,75,細懸浮微粒,普通,4.6,0.41,16.7,28,42,23,16.5,18.8,2.3,3.4,4,2020-12-21 00:00,,0.4,25,52,4,120.288086,22.632567,56
前鎮,高雄市,80,細懸浮微粒,普通,3.3,0.45,13.8,24,43,30,17.1,20.3,3.2,2.2,15,2020-12-21 00:00,,0.5,27,49,2,120.307564,22.605386,57
小港,高雄市,78,細懸浮微粒,普通,3.8,0.48,14.2,28,48,26,22.2,22.6,0.3,1.2,335,2020-12-21 00:00,,0.5,26,52,3,120.337736,22.565833,58
屏東,屏東縣,71,細懸浮微粒,普通,3,0.33,21.3,33,40,24,12.4,13.2,0.8,1.4,330,2020-12-21 00:00,,0.4,24,44,3,120.488033,22.673081,59
潮州,屏東縣,88,細懸浮微粒,普通,1.4,0.38,18.4,38,52,27,14.2,15,0.8,0.8,317,2020-12-21 00:00,,0.4,30,51,2,120.561175,22.523108,60
恆春,屏東縣,41,,良好,,0.14,43,44,5,1,0.7,1.3,0.7,13.6,36,2020-12-21 00:00,,0.1,3,5,1,120.788928,21.958069,61
臺東,臺東縣,34,,良好,0.5,0.23,35.2,37,5,3,2.1,2.1,0,1.7,325,2020-12-21 00:00,,0.2,3,9,1,121.15045,22.755358,62
花蓮,花蓮縣,38,,良好,1,0.17,42.5,41,5,5,1.1,2,1,2.4,23,2020-12-21 00:00,,0.2,4,8,1,121.599769,23.971306,63
陽明,臺北市,36,,良好,0.5,0.15,39.7,39,5,1,1.1,1.4,0.3,,,2020-12-21 00:00,,0.1,3,3,1,121.529583,25.182722,64
宜蘭,宜蘭縣,34,,良好,2.5,0.13,39.9,37,5,2,1.5,1.9,0.3,0.7,214,2020-12-21 00:00,,0.2,3,6,2,121.746394,24.747917,65
冬山,宜蘭縣,32,,良好,1.5,0.15,36.5,35,5,1,2.8,5.1,2.3,1.2,294,2020-12-21 00:00,,0.2,3,5,1,121.792928,24.632203,66
三重,新北市,22,,良好,1.2,0.57,-,-,12,10,18.9,41.2,22.3,-,-,2020-12-21 00:00,,0.9,7,12,2,121.493806,25.072611,67
中壢,桃園市,25,,良好,1.8,0.36,31.6,25,10,5,7.9,12.3,4.4,1.4,310,2020-12-21 00:00,,0.6,8,10,2,121.221667,24.953278,68
竹山,南投縣,36,,良好,0.5,0.3,17.3,26,12,7,13.1,16.3,3.2,1.1,29,2020-12-21 00:00,,0.3,11,17,1,120.677306,23.756389,69
永和,新北市,31,,良好,0.5,0.25,34.7,33,5,6,6.8,8.3,1.5,2.4,83,2020-12-21 00:00,,0.3,7,7,1,121.516306,25.017,70
復興,高雄市,76,細懸浮微粒,普通,3.4,0.48,12.8,24,49,26,20,23,3,1,117,2020-12-21 00:00,,0.5,26,51,3,120.312017,22.608711,71
埔里,南投縣,37,,良好,0.5,0.28,23.5,32,18,13,8.8,9.4,0.5,1,286,2020-12-21 00:00,,0.3,11,15,1,120.967903,23.968842,72
